docID,word,startPos,endPos,label,bag,preWord,postWord
289,wives trapped loveless marriages,229,260,0,4,two,draw
289,trapped loveless marriages draw,235,265,0,4,wives,together
289,loveless marriages draw together,243,274,0,4,trapped,Drawing
289,marriages draw together Drawing,252,282,0,4,loveless,strength
289,draw together Drawing strength,262,291,0,4,marriages,friendship
289,together Drawing strength friendship,267,302,0,4,draw,love
289,Drawing strength friendship love,276,307,0,4,together,give
289,strength friendship love give,284,312,0,4,Drawing,courage
289,friendship love give courage,293,320,0,4,strength,abandon
289,love give courage abandon,304,328,0,4,friendship,rolesbr
289,give courage abandon rolesbr,309,336,0,4,love,br
289,courage abandon rolesbr br,314,339,0,4,give,found
289,abandon rolesbr br found,322,345,0,4,courage,living
289,rolesbr br found living,330,352,0,4,abandon,within
289,br found living within,338,359,0,4,rolesbr,traditions
289,found living within traditions,341,370,0,4,br,life
289,living within traditions life,347,375,0,4,found,sort
289,within traditions life sort,354,380,0,4,living,living
289,traditions life sort living,361,387,0,4,within,death
289,life sort living death,372,393,0,4,traditions,without
289,sort living death without,377,401,0,4,life,passion
289,living death without passion,382,409,0,4,sort,without
289,death without passion without,389,417,0,4,living,true
289,without passion without true,395,422,0,4,death,connection
289,passion without true connection,403,433,0,4,without,others
289,without true connection others,411,440,0,4,passion,without
289,true connection others without,419,448,0,4,without,fulfillment
289,connection others without fulfillment,424,460,0,4,true,Although
289,others without fulfillment Although,435,469,0,4,connection,know
289,without fulfillment Although know,442,474,0,4,others,price
289,fulfillment Although know price,450,480,0,4,without,paid
289,Although know price paid,462,485,0,4,fulfillment,rebellion
289,know price paid rebellion,471,495,0,4,Although,freedom
289,price paid rebellion freedom,476,503,0,4,know,price
289,paid rebellion freedom price,482,509,0,4,price,much
289,rebellion freedom price much,487,514,0,4,paid,less
289,freedom price much less,497,519,0,4,rebellion,dear
289,price much less dear,505,524,0,4,freedom,sacrifice
289,much less dear sacrifice,511,534,0,4,price,called
289,less dear sacrifice called,516,541,0,4,much,comfortable
289,dear sacrifice called comfortable,521,553,0,4,less,predictable
289,sacrifice called comfortable predictable,526,565,0,4,dear,existencebr
289,called comfortable predictable existencebr,536,577,0,4,sacrifice,br
289,comfortable predictable existencebr br,543,580,0,4,called,screenplay
289,predictable existencebr br screenplay,555,591,0,4,comfortable,wonderful
289,existencebr br screenplay wonderful,567,601,0,4,predictable,acting
289,br screenplay wonderful acting,579,608,0,4,existencebr,marvelous
289,screenplay wonderful acting marvelous,582,618,0,4,br,Near
289,wonderful acting marvelous Near,593,623,0,4,screenplay,NA
262,Superb,0,5,0,1,NA,editing
262,editing,7,13,0,1,Superb,outstanding
262,outstanding,15,25,0,1,editing,acting
262,acting,27,32,0,1,outstanding,especially
262,especially,34,43,0,1,acting,Epatha
262,Epatha,45,50,0,1,especially,Merkerson
262,Merkerson,52,60,0,1,Epatha,highly
262,highly,62,67,0,1,Merkerson,enjoyable
262,enjoyable,69,77,0,1,highly,musical
262,musical,79,85,0,1,enjoyable,soundtrack
262,soundtrack,87,96,0,1,musical,film
262,film,98,101,0,1,soundtrack,reaches
262,reaches,103,109,0,1,film,back
262,back,111,114,0,1,reaches,comment
262,comment,116,122,0,1,back,racial
262,racial,124,129,0,1,comment,lifestyle
262,lifestyle,131,139,0,1,racial,differences
262,differences,141,151,0,1,lifestyle,effect
262,effect,153,158,0,1,differences,desegregation
262,desegregation,160,172,0,1,effect,weaves
262,weaves,174,179,0,1,desegregation,true
262,true,181,184,0,1,weaves,story
262,story,186,190,0,1,true,truly
262,truly,192,196,0,1,story,admirable
262,admirable,198,206,0,1,truly,fantastic
262,fantastic,208,216,0,1,admirable,ladybr
262,ladybr,218,223,0,1,fantastic,br
262,br,225,226,0,1,ladybr,actor
262,actor,228,232,0,1,br,portraying
262,portraying,234,243,0,1,actor,young
262,young,245,249,0,1,portraying,Terrence
262,Terrence,251,258,0,1,young,Howard
262,Howard,260,265,0,1,Terrence,character
262,character,267,275,0,1,Howard,wonderful
262,wonderful,277,285,0,1,character,job
262,job,287,289,0,1,wonderful,reflecting
262,reflecting,291,300,0,1,job,life
262,life,302,305,0,1,reflecting,times
262,times,307,311,0,1,life,upbringing
262,upbringing,313,322,0,1,times,small
262,small,324,328,0,1,upbringing,upstate
262,upstate,330,336,0,1,small,New
262,New,338,340,0,1,upstate,York
262,York,342,345,0,1,New,town
262,town,347,350,0,1,York,audience
262,audience,352,359,0,1,town,laughed
262,laughed,361,367,0,1,audience,cried
262,cried,369,373,0,1,laughed,erupted
262,erupted,375,381,0,1,cried,applause
262,applause,383,390,0,1,erupted,film
262,film,392,395,0,1,applause,director
262,director,397,404,0,1,film,br
262,br,406,407,0,1,director,br
262,br,409,410,0,1,br,Soon
262,Soon,412,415,0,1,br,shown
262,shown,417,421,0,1,Soon,HBO
262,HBO,423,425,0,1,shown,Feb
262,Feb,427,429,0,1,HBO,believe
262,believe,431,437,0,1,Feb,fire
262,fire,439,442,0,1,believe,TIVO
262,TIVO,444,447,0,1,fire,enjoy
262,enjoy,449,453,0,1,TIVO,great
262,great,455,459,0,1,enjoy,NA
262,Superb editing,0,13,0,2,NA,outstanding
262,editing outstanding,7,25,0,2,Superb,acting
262,outstanding acting,15,32,0,2,editing,especially
262,acting especially,27,43,0,2,outstanding,Epatha
262,especially Epatha,34,50,0,2,acting,Merkerson
262,Epatha Merkerson,45,60,1,2,especially,highly
262,Merkerson highly,52,67,0,2,Epatha,enjoyable
262,highly enjoyable,62,77,0,2,Merkerson,musical
262,enjoyable musical,69,85,0,2,highly,soundtrack
262,musical soundtrack,79,96,0,2,enjoyable,film
262,soundtrack film,87,101,0,2,musical,reaches
262,film reaches,98,109,0,2,soundtrack,back
262,reaches back,103,114,0,2,film,comment
262,back comment,111,122,0,2,reaches,racial
262,comment racial,116,129,0,2,back,lifestyle
262,racial lifestyle,124,139,0,2,comment,differences
262,lifestyle differences,131,151,0,2,racial,effect
262,differences effect,141,158,0,2,lifestyle,desegregation
262,effect desegregation,153,172,0,2,differences,weaves
262,desegregation weaves,160,179,0,2,effect,true
262,weaves true,174,184,0,2,desegregation,story
262,true story,181,190,0,2,weaves,truly
262,story truly,186,196,0,2,true,admirable
262,truly admirable,192,206,0,2,story,fantastic
262,admirable fantastic,198,216,0,2,truly,ladybr
262,fantastic ladybr,208,223,0,2,admirable,br
262,ladybr br,218,226,0,2,fantastic,actor
262,br actor,225,232,0,2,ladybr,portraying
262,actor portraying,228,243,0,2,br,young
262,portraying young,234,249,0,2,actor,Terrence
262,young Terrence,245,258,0,2,portraying,Howard
262,Terrence Howard,251,265,1,2,young,character
262,Howard character,260,275,0,2,Terrence,wonderful
262,character wonderful,267,285,0,2,Howard,job
262,wonderful job,277,289,0,2,character,reflecting
262,job reflecting,287,300,0,2,wonderful,life
262,reflecting life,291,305,0,2,job,times
262,life times,302,311,0,2,reflecting,upbringing
262,times upbringing,307,322,0,2,life,small
262,upbringing small,313,328,0,2,times,upstate
262,small upstate,324,336,0,2,upbringing,New
262,upstate New,330,340,0,2,small,York
262,New York,338,345,0,2,upstate,town
262,York town,342,350,0,2,New,audience
262,town audience,347,359,0,2,York,laughed
262,audience laughed,352,367,0,2,town,cried
262,laughed cried,361,373,0,2,audience,erupted
262,cried erupted,369,381,0,2,laughed,applause
262,erupted applause,375,390,0,2,cried,film
262,applause film,383,395,0,2,erupted,director
262,film director,392,404,0,2,applause,br
262,director br,397,407,0,2,film,br
262,br br,406,410,0,2,director,Soon
262,br Soon,409,415,0,2,br,shown
262,Soon shown,412,421,0,2,br,HBO
262,shown HBO,417,425,0,2,Soon,Feb
262,HBO Feb,423,429,0,2,shown,believe
262,Feb believe,427,437,0,2,HBO,fire
262,believe fire,431,442,0,2,Feb,TIVO
262,fire TIVO,439,447,0,2,believe,enjoy
262,TIVO enjoy,444,453,0,2,fire,great
262,enjoy great,449,459,0,2,TIVO,NA
262,Superb editing outstanding,0,25,0,3,NA,acting
262,editing outstanding acting,7,32,0,3,Superb,especially
262,outstanding acting especially,15,43,0,3,editing,Epatha
262,acting especially Epatha,27,50,0,3,outstanding,Merkerson
262,especially Epatha Merkerson,34,60,0,3,acting,highly
262,Epatha Merkerson highly,45,67,0,3,especially,enjoyable
262,Merkerson highly enjoyable,52,77,0,3,Epatha,musical
262,highly enjoyable musical,62,85,0,3,Merkerson,soundtrack
262,enjoyable musical soundtrack,69,96,0,3,highly,film
262,musical soundtrack film,79,101,0,3,enjoyable,reaches
262,soundtrack film reaches,87,109,0,3,musical,back
262,film reaches back,98,114,0,3,soundtrack,comment
262,reaches back comment,103,122,0,3,film,racial
262,back comment racial,111,129,0,3,reaches,lifestyle
262,comment racial lifestyle,116,139,0,3,back,differences
262,racial lifestyle differences,124,151,0,3,comment,effect
262,lifestyle differences effect,131,158,0,3,racial,desegregation
262,differences effect desegregation,141,172,0,3,lifestyle,weaves
262,effect desegregation weaves,153,179,0,3,differences,true
262,desegregation weaves true,160,184,0,3,effect,story
262,weaves true story,174,190,0,3,desegregation,truly
262,true story truly,181,196,0,3,weaves,admirable
262,story truly admirable,186,206,0,3,true,fantastic
262,truly admirable fantastic,192,216,0,3,story,ladybr
262,admirable fantastic ladybr,198,223,0,3,truly,br
262,fantastic ladybr br,208,226,0,3,admirable,actor
262,ladybr br actor,218,232,0,3,fantastic,portraying
262,br actor portraying,225,243,0,3,ladybr,young
262,actor portraying young,228,249,0,3,br,Terrence
262,portraying young Terrence,234,258,0,3,actor,Howard
262,young Terrence Howard,245,265,0,3,portraying,character
262,Terrence Howard character,251,275,0,3,young,wonderful
262,Howard character wonderful,260,285,0,3,Terrence,job
262,character wonderful job,267,289,0,3,Howard,reflecting
262,wonderful job reflecting,277,300,0,3,character,life
262,job reflecting life,287,305,0,3,wonderful,times
262,reflecting life times,291,311,0,3,job,upbringing
262,life times upbringing,302,322,0,3,reflecting,small
262,times upbringing small,307,328,0,3,life,upstate
262,upbringing small upstate,313,336,0,3,times,New
262,small upstate New,324,340,0,3,upbringing,York
262,upstate New York,330,345,0,3,small,town
262,New York town,338,350,0,3,upstate,audience
262,York town audience,342,359,0,3,New,laughed
262,town audience laughed,347,367,0,3,York,cried
262,audience laughed cried,352,373,0,3,town,erupted
262,laughed cried erupted,361,381,0,3,audience,applause
262,cried erupted applause,369,390,0,3,laughed,film
262,erupted applause film,375,395,0,3,cried,director
262,applause film director,383,404,0,3,erupted,br
262,film director br,392,407,0,3,applause,br
262,director br br,397,410,0,3,film,Soon
262,br br Soon,406,415,0,3,director,shown
262,br Soon shown,409,421,0,3,br,HBO
262,Soon shown HBO,412,425,0,3,br,Feb
262,shown HBO Feb,417,429,0,3,Soon,believe
262,HBO Feb believe,423,437,0,3,shown,fire
262,Feb believe fire,427,442,0,3,HBO,TIVO
262,believe fire TIVO,431,447,0,3,Feb,enjoy
262,fire TIVO enjoy,439,453,0,3,believe,great
262,TIVO enjoy great,444,459,0,3,fire,NA
262,Superb editing outstanding acting,0,32,0,4,NA,especially
262,editing outstanding acting especially,7,43,0,4,Superb,Epatha
262,outstanding acting especially Epatha,15,50,0,4,editing,Merkerson
262,acting especially Epatha Merkerson,27,60,0,4,outstanding,highly
262,especially Epatha Merkerson highly,34,67,0,4,acting,enjoyable
262,Epatha Merkerson highly enjoyable,45,77,0,4,especially,musical
262,Merkerson highly enjoyable musical,52,85,0,4,Epatha,soundtrack
262,highly enjoyable musical soundtrack,62,96,0,4,Merkerson,film
262,enjoyable musical soundtrack film,69,101,0,4,highly,reaches
262,musical soundtrack film reaches,79,109,0,4,enjoyable,back
262,soundtrack film reaches back,87,114,0,4,musical,comment
262,film reaches back comment,98,122,0,4,soundtrack,racial
262,reaches back comment racial,103,129,0,4,film,lifestyle
262,back comment racial lifestyle,111,139,0,4,reaches,differences
262,comment racial lifestyle differences,116,151,0,4,back,effect
262,racial lifestyle differences effect,124,158,0,4,comment,desegregation
262,lifestyle differences effect desegregation,131,172,0,4,racial,weaves
262,differences effect desegregation weaves,141,179,0,4,lifestyle,true
262,effect desegregation weaves true,153,184,0,4,differences,story
262,desegregation weaves true story,160,190,0,4,effect,truly
262,weaves true story truly,174,196,0,4,desegregation,admirable
262,true story truly admirable,181,206,0,4,weaves,fantastic
262,story truly admirable fantastic,186,216,0,4,true,ladybr
262,truly admirable fantastic ladybr,192,223,0,4,story,br
262,admirable fantastic ladybr br,198,226,0,4,truly,actor
262,fantastic ladybr br actor,208,232,0,4,admirable,portraying
262,ladybr br actor portraying,218,243,0,4,fantastic,young
262,br actor portraying young,225,249,0,4,ladybr,Terrence
262,actor portraying young Terrence,228,258,0,4,br,Howard
262,portraying young Terrence Howard,234,265,0,4,actor,character
262,young Terrence Howard character,245,275,0,4,portraying,wonderful
262,Terrence Howard character wonderful,251,285,0,4,young,job
262,Howard character wonderful job,260,289,0,4,Terrence,reflecting
262,character wonderful job reflecting,267,300,0,4,Howard,life
262,wonderful job reflecting life,277,305,0,4,character,times
262,job reflecting life times,287,311,0,4,wonderful,upbringing
262,reflecting life times upbringing,291,322,0,4,job,small
262,life times upbringing small,302,328,0,4,reflecting,upstate
262,times upbringing small upstate,307,336,0,4,life,New
262,upbringing small upstate New,313,340,0,4,times,York
262,small upstate New York,324,345,0,4,upbringing,town
262,upstate New York town,330,350,0,4,small,audience
262,New York town audience,338,359,0,4,upstate,laughed
262,York town audience laughed,342,367,0,4,New,cried
262,town audience laughed cried,347,373,0,4,York,erupted
262,audience laughed cried erupted,352,381,0,4,town,applause
262,laughed cried erupted applause,361,390,0,4,audience,film
262,cried erupted applause film,369,395,0,4,laughed,director
262,erupted applause film director,375,404,0,4,cried,br
262,applause film director br,383,407,0,4,erupted,br
262,film director br br,392,410,0,4,applause,Soon
262,director br br Soon,397,415,0,4,film,shown
262,br br Soon shown,406,421,0,4,director,HBO
262,br Soon shown HBO,409,425,0,4,br,Feb
262,Soon shown HBO Feb,412,429,0,4,br,believe
262,shown HBO Feb believe,417,437,0,4,Soon,fire
262,HBO Feb believe fire,423,442,0,4,shown,TIVO
262,Feb believe fire TIVO,427,447,0,4,HBO,enjoy
262,believe fire TIVO enjoy,431,453,0,4,Feb,great
262,fire TIVO enjoy great,439,459,0,4,believe,NA
276,good,0,3,0,1,NA,film
276,film,5,8,0,1,good,focusing
276,focusing,10,17,0,1,film,important
276,important,19,27,0,1,focusing,issue
276,issue,29,33,0,1,important,Fetal
276,Fetal,35,39,0,1,issue,alcohol
276,alcohol,41,47,0,1,Fetal,syndrome
276,syndrome,49,56,0,1,alcohol,serious
276,serious,58,64,0,1,syndrome,birth
276,birth,66,70,0,1,serious,defect
276,defect,72,77,0,1,birth,totally
276,totally,79,85,0,1,defect,preventable
276,preventable,87,97,0,1,totally,families
276,families,99,106,0,1,preventable,saw
276,saw,108,110,0,1,families,film
276,film,112,115,0,1,saw,perhaps
276,perhaps,117,123,0,1,film,children
276,children,125,132,0,1,perhaps,would
276,would,134,138,0,1,children,end
276,end,140,142,0,1,would,like
276,like,144,147,0,1,end,Adam
276,Adam,149,152,1,1,like,Jimmie
276,Jimmie,154,159,0,1,Adam,Smits
276,Smits,161,165,0,1,Jimmie,performs
276,performs,167,174,0,1,Smits,one
276,one,176,178,0,1,performs,best
276,best,180,183,0,1,one,roles
276,roles,185,189,0,1,best,ever
276,ever,191,194,0,1,roles,excellent
276,excellent,196,204,0,1,ever,movie
276,movie,206,210,0,1,excellent,takes
276,takes,212,216,0,1,movie,account
276,account,218,224,0,1,takes,special
276,special,226,232,0,1,account,family
