ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b17,"""Data science, learning by latent structures, and knowledge discovery""","""Lausen, Berthold, | Krolak-Schwerdt, Sabine, | BÃ¶hmer, Matthias,""","""Heidelberg""","""Electronic books.""",9783662449837,"""Studies in classification, data analysis, and knowledge organization, 1431-8814""","""1 online resource (xxii, 560 pages)"""
b19,"""Data science and simulation in transportation research""","""Janssens, Davy, | Yasar, Ansar-Ul-Haque, | Knapen, Luk,""","""Hershey, PA""","""Electronic books.""",9781466649217,"""Advances in data mining and database management (ADMDM) book series.""","""1 online resource"""
b20,"""Julia for data science : explore the world of data science from scratch with Julia by your side""","""Joshi, Anshul""","""Birmingham, UK""","""Electronic books.""",9781783553860,"""nan""","""1 online resource"""
b21,"""Julia for data science : explore the world of data science from scratch with Julia by your side""","""Joshi, Anshul""","""Birmingham, UK""","""Electronic books.""",9781783553860,"""nan""","""1 online resource"""
b22,"""Statistics for Data Science""","""Miller, James""","""Packt Publishing, 2017.""","""Electronic books.""",9781788290678,"""nan""","""1 online resource (286 p.)"""
b24,"""Beginning data science with R""","""Pathak, Manas A.""","""Cham""","""Electronic books.""",9783319120669,"""nan""","""1 online resource (xi, 157 pages)"""
b25,"""R for data science""","""Toomey, Dan""","""Birmingham, UK""","""Electronic books.""",9781784392659,"""Community experience distilled.""","""1 online resource"""
b26,"""Soft methods for data science""","""Ferraro, Maria Brigida,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319429724,"""Advances in intelligent systems and computing ; v. 456.""","""1 online resource."""
b27,"""Data science for dummies""","""Pierson, Lillian""","""Hoboken, New Jersey""","""Electronic books.""",9781119327653,"""--For dummies.""","""1 online resource"""
b28,"""The data science design manual""","""Skiena, Steven S.""","""Cham, Switzerland""","""Electronic books.""",9783319554440,"""Texts in computer science, 1868-0941""","""1 online resource (xvii, 445 pages)"""
b29,"""R for data science""","""Toomey, Dan""","""Birmingham, UK""","""Electronic books.""",9781784392659,"""Community experience distilled.""","""1 online resource"""
b30,"""R fÃ¼r Data Science""","""Grolemund, Garrett""","""dpunkt, 2017.""","""Electronic books.""",9781492065432,"""nan""","""1 online resource (502 p.)"""
b31,"""Data science for dummies""","""Pierson, Lillian""","""Hoboken, New Jersey""","""Electronic books.""",9781119327653,"""--For dummies.""","""1 online resource"""
b32,"""Introducing data science : big data, machine learning, and more, using Python tools""","""Cielen, Davy""","""Shelter Island, NY""","""Electronic books.""",9781633430037,"""nan""","""1 online resource (1 volume)"""
b33,"""Introducing data science : big data, machine learning, and more, using Python tools""","""Cielen, Davy""","""Shelter Island, NY""","""Electronic books.""",9781633430037,"""nan""","""1 online resource"""
b34,"""Data science : create teams that ask the right questions and deliver real value""","""Rose, Doug, (Agile coach)""","""[Berkeley, CA]""","""nan""",9781484222522,"""nan""","""xix, 251 pages"""
b35,"""Business intelligence, analytics, and data science : a managerial perspective""","""Sharda, Ramesh""","""Boston""","""nan""",9780134633282,"""nan""","""xxvi, 486 pages ; 26 cm"""
b36,"""Federal data science : transforming government and agricultural policy using artificial intelligence""","""Batarseh, Feras, | Yang, Ruixin,""","""London""","""Electronic books.""",9780128124444,"""nan""","""1 online resource"""
b37,"""Parallel computing for data science : with examples in R, C++ and CUDA""","""Matloff, Norman S.""","""Boca Raton, FL""","""Electronic books.""",9781466587038,"""Chapman & Hall/CRC the R series (CRC Press)""","""1 online resource (xxiii, 310 pages)"""
b39,"""Mastering Python for data science : explore the world of data science through Python and learn how to make sense of data""","""Madhavan, Samir""","""Brimingham, UK""","""Electronic books.""",9781784392628,"""Community experience distilled.""","""1 online resource"""
b40,"""Mastering Python for data science : explore the world of data science through Python and learn how to make sense of data""","""Madhavan, Samir""","""Brimingham, UK""","""Electronic books.""",9781784392628,"""Community experience distilled.""","""1 online resource"""
b41,"""Python data science essentials : become an efficient data science practitioner by thoroughly understanding the key concepts of Python""","""Boschetti, Alberto""","""Birmingham, UK""","""Electronic books.""",9781785287893,"""Community experience distilled.""","""1 online resource"""
b42,"""Python data science essentials : become an efficient data science practitioner by thoroughly understanding the key concepts of Python""","""Boschetti, Alberto""","""Birmingham, UK""","""Electronic books.""",9781785287893,"""Community experience distilled.""","""1 online resource"""
b43,"""Mastering Java for data science : building data science applications in Java""","""Grigorev, Alexey""","""Birmingham, UK""","""Electronic books.""",9781785887390,"""nan""","""1 online resource"""
b44,"""Mastering Java for data science : building data science applications in Java""","""Grigorev, Alexey""","""Birmingham, UK""","""Electronic books.""",9781785887390,"""nan""","""1 online resource"""
b45,"""Data science and simulation in transportation research""","""Janssens, Davy, | Yasar, Ansar-Ul-Haque, | Knapen, Luk,""","""Hershey, Pennsylvania""","""nan""",9781466649200,"""nan""","""xxiv, 433 pages"""
b46,"""Perspectives on data science for software engineering""","""Menzies, Tim, | Williams, Laurie, | Zimmermann, Thomas,""","""Cambridge, MA""","""Electronic books.""",9780128042618,"""nan""","""1 online resource"""
b47,"""Perspectives on data science for software engineering""","""Menzies, Tim, | Williams, Laurie, | Zimmermann, Thomas,""","""Cambridge, MA""","""Electronic books.""",9780128042618,"""nan""","""1 online resource"""
b48,"""Process mining : data science in action""","""Aalst, Wil van der""","""Heidelberg""","""Electronic books.""",9783662498514,"""nan""","""1 online resource (xix, 467 pages)"""
b49,"""Advanced statistical methods in data science""","""Chen, Ding-Geng, | Chen, Jiahua, | Lu, Xuewen, | Yi, Grace, | Yu, Hao,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811025945,"""ICSA book series in statistics.""","""1 online resource."""
b50,"""Data Science on the Google Cloud Platform""","""Lakshmanan, Valliappa""","""O'Reilly Media, Inc., 2017.""","""Electronic books.""",9781491974551,"""nan""","""1 online resource (408 p.)"""
b51,"""Perspectives on data science for software engineering""","""Menzies, Tim, | Williams, Laurie, | Zimmermann, Thomas,""","""Cambridge, MA""","""Electronic books.""",9780128042618,"""nan""","""1 online resource"""
b52,"""New advances in statistics and data science""","""Chen, Ding-Geng, | Jin, Zhezhen, | Li, Gang, | Li, Yi, | Liu, Aiyi, | Zhao, Yichuan,""","""Cham, Switzerland""","""Electronic books.""",9783319694160,"""ICSA book series in statistics.""","""1 online resource."""
b53,"""Data science, classification, and related methods : proceedings of the fifth Conference of the International Federation of Classification Societies (IFCS-96), Kobe, Japan, March...""","""Hayashi, Chikio,""","""Tokyo ; Springer, Â©1998.""","""Electronic books. | Conference papers and proceedings.""",9784431659501,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource (xv, 780 pages)"""
b55,"""Data science algorithms in a week : data analysis, machine learning, and more""","""Natingga, DÃ¡vid""","""Birmingham, UK""","""Electronic books.""",9781787282742,"""nan""","""1 online resource"""
b56,"""Modeling techniques in predictive analystics with Python and R : a guide to data science""","""Miller, Thomas W.""","""Upper Saddle River, NJ""","""Electronic books.""",9780133892123,"""nan""","""1 online resource"""
b58,"""Big data at work : the data science revolution and organizational psychology""","""Tonidandel, Scott. | King, Eden. | Cortina, Jose M.""","""New York""","""nan""",9781848725812,"""Organizational frontiers series.""","""xiii, 367 pages"""
b59,"""Modeling techniques in predictive analystics with Python and R : a guide to data science""","""Miller, Thomas W.""","""Upper Saddle River, NJ""","""Electronic books.""",9780133892123,"""nan""","""1 online resource"""
b60,"""Data science and social research : epistemology, methods, technology and applications""","""Lauro, N. C. | Amaturo, E. | Grassia, Maria Gabriella. | Aragona, B. | Marino, Marina.""","""Cham""","""Electronic books.""",9783319554778,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource (291 p.)."""
b61,"""Python data science cookbook : over 60 practical recipes to help you explore Python and its robust data science capabilities""","""Subramanian, Gopi""","""Birmingham, UK""","""Electronic books.""",9781784393663,"""Quick answers to common problems.""","""1 online resource"""
b62,"""Python data science cookbook : over 60 practical recipes to help you explore Python and its robust data science capabilities""","""Subramanian, Gopi""","""Birmingham, UK""","""Electronic books.""",9781784393663,"""Quick answers to common problems.""","""1 online resource"""
b63,"""Between Data Science and Applied Data Analysis : Proceedings of the 26th Annual Conference of the Gesellschaft fÃ¼r Klassifikation e.V., University of Mannheim, July 22-24, 2002""","""Schader, Martin.""","""Berlin, Heidelberg""","""Electronic books. | Statistics.""",9783642189913,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource (xiii, 693 pages)"""
b65,"""Jupyter for data science : exploratory analysis, statistical modeling, machine learning, and data visualization with Jupyter""","""Toomey, Dan""","""Birmingham, UK""","""Electronic books.""",9781785883293,"""nan""","""1 online resource"""
b66,"""Analytics in a big data world : the essential guide to data science and its applications""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource."""
b67,"""Introducing data science to social and policy analysts : from collecting to organizing data with R and Python""","""Magallanes Reyes, Jose Manuel""","""Cambridge, United Kingdom ; New York, NY""","""Electronic books.""",9781316338599,"""nan""","""1 online resource"""
b68,"""Data science : innovative developments in data analysis and clustering""","""Palumbo, Francesco, | Montanari, Angela, | Vichi, Maurizio,""","""Cham""","""Electronic books.""",9783319557236,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource."""
b69,"""Soft computing in data science : third International Conference, SCDS 2017, Yogyakarta, Indonesia, November 27-28, 2017, Proceedings""","""Mohamed, Azlinah, | Berry, Michael W. | Yap, Bee Wah,""","""Singapore""","""Electronic books.""",9789811072420,"""Communications in computer and information science ; 788. 1865-0929""","""1 online resource (xvxv, 317 pages)"""
b70,"""Data science : Second International Conference, ICDS 2015 Sydney, Australia, August 8-9, 2015. Proceedings""","""Zhang, Chengqi, | Huang, Wei, | Shi, Yong, | Yu, Philip S. | Zhu, Yangyong, | Tian, Yingjie, | Zhang, Peng, | He, Jing,""","""Cham""","""Electronic books.""",9783319244747,"""Lecture notes in computer science ; 9208. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (x, 194 p.)"""
b71,"""Mathematical problems in data science : theoretical and practical methods""","""Chen, Li M.""","""Cham""","""Electronic books.""",9783319251271,"""nan""","""1 online resource (xv, 213 pages)"""
b72,"""Cyber-risk informatics : engineering evaluation with data science""","""Sahinoglu, Mehmet, 1951-""","""Hoboken, New Jersey""","""Electronic books.""",9781119087533,"""nan""","""1 online resource"""
b73,"""Strategies in biomedical data science : driving force for innovation""","""Etchings, Jay, 1966-""","""Hoboken, New Jersey""","""Electronic books.""",9781119255970,"""Wiley and SAS business series.""","""1 online resource"""
b74,"""Game theory for data science : eliciting truthful information""","""Faltings, Boi""","""[San Rafael, California]""","""Electronic books.""",9781627056083,"""Synthesis lectures on artificial intelligence and machine learning ; # 35. 1939-4616""","""1 online resource (xv, 135 pages)"""
b75,"""Strategies in biomedical data science : driving force for innovation""","""Etchings, Jay, 1966-""","""Hoboken, New Jersey""","""Electronic books.""",9781119255970,"""Wiley and SAS business series.""","""1 online resource"""
b76,"""R data science essentials : learn the essence of data science and visualization using R in no time at all""","""Koushik, Raja B.""","""Birmingham, UK""","""Electronic books.""",9781785286360,"""Community experience distilled.""","""1 online resource"""
b77,"""Scala for data science : leverage the power of Scala to build scalable, robust data science applications""","""Bugnion, Pascal""","""Birmingham, UK""","""Electronic books.""",9781785289385,"""Community experience distilled.""","""1 online resource"""
b78,"""Python data science essentials : become an efficient data science practitioner by understanding Python's key concepts""","""Boschetti Alberto""","""Birmingham, UK""","""Electronic books.""",9781786462831,"""nan""","""1 online resource"""
b79,"""Java for data science : examine the techniques and Java tools supporting the growing field of data science""","""Reese, Richard M.""","""Birmingham, UK""","""Electronic books.""",9781785281242,"""nan""","""1 online resource"""
b80,"""Data science with Python : unleash the power of Python and its robust data science capabilities : a course in four modules""","""Thakur, Ankita""","""Birmingham, [England]""","""Electronic books.""",9781786468413,"""nan""","""1 online resource"""
b81,"""R data science essentials : learn the essence of data science and visualization using R in no time at all""","""Koushik, Raja B.""","""Birmingham, UK""","""Electronic books.""",9781785286360,"""Community experience distilled.""","""1 online resource"""
b82,"""Scala for data science : leverage the power of Scala to build scalable, robust data science applications""","""Bugnion, Pascal""","""Birmingham, UK""","""Electronic books.""",9781785289385,"""Community experience distilled.""","""1 online resource"""
b83,"""Data science with Python : unleash the power of Python and its robust data science capabilities : a course in four modules""","""Thakur, Ankita""","""Birmingham, [England]""","""Electronic books.""",9781786468413,"""nan""","""1 online resource"""
b84,"""Python data science essentials : become an efficient data science practitioner by understanding Python's key concepts""","""Boschetti Alberto""","""Birmingham, UK""","""Electronic books.""",9781786462831,"""nan""","""1 online resource"""
b85,"""Java for data science : examine the techniques and Java tools supporting the growing field of data science""","""Reese, Richard M.""","""Birmingham, UK""","""Electronic books.""",9781785281242,"""nan""","""1 online resource"""
b87,"""Learning Apache Mahout : acquire practical skills in Big Data Analytics and explore data science with Apache Mahout""","""Tiwary, Chandramani""","""Birmingham, UK""","""Electronic books.""",9781783555222,"""Community experience distilled.""","""1 online resource"""
b88,"""Learning Apache Mahout : acquire practical skills in Big Data Analytics and explore data science with Apache Mahout""","""Tiwary, Chandramani""","""Birmingham, UK""","""Electronic books.""",9781783555222,"""Community experience distilled.""","""1 online resource"""
b89,"""Machine learning algorithms : reference guide for popular algorithms for data science and machine learning""","""Bonaccorso, Giuseppe""","""Birmingham, UK""","""Electronic books.""",9781785884511,"""nan""","""1 online resource"""
b90,"""Machine learning algorithms : reference guide for popular algorithms for data science and machine learning""","""Bonaccorso, Giuseppe""","""Birmingham, UK""","""Electronic books.""",9781785884511,"""nan""","""1 online resource"""
b91,"""Beginning data science in R : data analysis, visualization, and modelling for the data scientist""","""Mailund, Thomas""","""New York""","""Electronic books.""",9781484226711,"""nan""","""1 online resource"""
b92,"""Clojure for data science : statistics, big data, and machine learning for Clojure programmers""","""Garner, Henry""","""Birmingham, UK""","""Electronic books.""",9781784397500,"""Community experience distilled.""","""1 online resource"""
b93,"""Getting started with data science : making sense of data with analytics""","""Haider, Murtaza""","""Boston""","""Electronic books.""",9780133991246,"""nan""","""1 online resource"""
b94,"""Data smart : using data science to transform information into insight""","""Foreman, John W.""","""Hoboken, New Jersey""","""nan""",9781118661468,"""nan""","""xx, 409 pages"""
b95,"""R for data science : import, tidy, transform, visualize, and model data""","""Wickham, Hadley""","""Sebastopol, CA""","""nan""",9781491910399,"""nan""","""xxv, 492 pages"""
b96,"""Data science algorithms in a week : data analysis, machine learning, and more""","""Natingga, DÃ¡vid""","""Birmingham, UK""","""Electronic books.""",9781787282742,"""nan""","""1 online resource"""
b97,"""Clojure for data science : statistics, big data, and machine learning for Clojure programmers""","""Garner, Henry""","""Birmingham, UK""","""Electronic books.""",9781784397500,"""Community experience distilled.""","""1 online resource"""
b98,"""Getting started with data science : making sense of data with analytics""","""Haider, Murtaza""","""Boston""","""Electronic books.""",9780133991246,"""nan""","""1 online resource"""
b99,"""Marketing data science : modeling techniques in predictive analytics with R and Python""","""Miller, Thomas W.""","""Old Tappan, New Jersey""","""Electronic books.""",9780133887662,"""nan""","""1 online resource"""
b100,"""Sports analytics and data science : winning the game with methods and models""","""Miller, Thomas W., 1946-""","""Old Tappan, New Jersey""","""Electronic books.""",9780133887402,"""nan""","""1 online resource"""
b101,"""Practical data science with Hadoop and Spark : designing and building effective analytics at scale""","""Medelevitch, Ofer""","""Boston""","""Electronic books.""",9780134029733,"""nan""","""1 online resource"""
b102,"""Data science and complex networks : real cases studies with Python""","""Caldarelli, Guido""","""Oxford""","""Electronic books.""",9780191782916,"""nan""","""1 online resource"""
b103,"""Introduction to data science : a Python approach to concepts, techniques and applications""","""Igual, Laura.""","""Cham, Switzerland""","""Electronic books.""",9783319500171,"""Undergraduate topics in computer science.""","""1 online resource."""
b104,"""Financial analytics with R : building a laptop laboratory for data science""","""Bennett, Mark J. (Mark Joseph), 1959-""","""Cambridge, United Kingdom""","""Electronic books. | Databases.""",9781316584460,"""nan""","""1 online resource (xvi, 377 pages)"""
b105,"""Functional programming in R : advanced statistical programming for data science, analysis and finance""","""Mailund, Thomas""","""[United States]""","""Electronic books.""",9781484227466,"""nan""","""1 online resource (xv, 104 pages)"""
b106,"""Metaprogramming in R : advanced statistical programming for data science, analysis, and finance""","""Mailund, Thomas.""","""[United States]""","""Electronic books.""",9781484228814,"""nan""","""1 online resource"""
b108,"""Sports analytics and data science : winning the game with methods and models""","""Miller, Thomas W., 1946-""","""Old Tappan, New Jersey""","""Statistics. | Statistics.""",9780133886436,"""nan""","""xiii, 337 pages"""
b109,"""Computer age statistical inference : algorithms, evidence, and data science""","""Efron, Bradley""","""New York""","""Electronic books.""",9781316576533,"""Institute of Mathematical Statistics monographs ; 5.""","""1 online resource (xx, 475 pages)"""
b110,"""Marketing data science : modeling techniques in predictive analytics with R and Python""","""Miller, Thomas W.""","""Old Tappan, New Jersey""","""Electronic books.""",9780133887662,"""nan""","""1 online resource"""
b111,"""Web and network data science : modeling techniques in predictive analytics""","""Miller, Thomas W., 1946-""","""Upper Saddle River, New Jersey""","""Electronic books.""",9780133887655,"""nan""","""1 online resource"""
b112,"""Sports analytics and data science : winning the game with methods and models""","""Miller, Thomas W., 1946-""","""Old Tappan, New Jersey""","""Electronic books.""",9780133887402,"""nan""","""1 online resource"""
b113,"""Practical data science with Hadoop and Spark : designing and building effective analytics at scale""","""Medelevitch, Ofer""","""Boston""","""Electronic books.""",9780134029733,"""nan""","""1 online resource"""
b114,"""Mastering Spark for data science : master the techniques and sophisticated analytics used to construct Spark-based solutions that scale to deliver production-grade data science...""","""Morgan, Andrew""","""Birmingham, UK""","""Electronic books.""",9781785888281,"""nan""","""1 online resource"""
b115,"""Mastering Spark for data science : master the techniques and sophisticated analytics used to construct Spark-based solutions that scale to deliver production-grade data science...""","""Morgan, Andrew""","""Birmingham, UK""","""Electronic books.""",9781785888281,"""nan""","""1 online resource"""
b116,"""Hands-on DevOps : explore the concept of continuous delivery and integrate it with data science concepts""","""Vadapalli, Sricharan""","""Birmingham, UK""","""Electronic books.""",9781788476041,"""nan""","""1 online resource"""
b117,"""Advances in Data Science and Classification : Proceedings of the 6th Conference of the International Federation of Classification Societies (IFCS-98) UniversitÃ  ""La Sapienza"",...""","""Rizzi, Alfredo.""","""Berlin, Heidelberg""","""Electronic books.""",9783642722530,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource (xv, 682 pages)"""
b118,"""Trends in applied knowledge-based systems and data science : 29th International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems,...""","""Fujita, Hamido, | Ali, Moonis, | Selamat, Ali, | Sasaki, Jun, | Kurematsu, Masaki,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319420073,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9799. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 1021 pages)"""
b119,"""Soft computing in data science : second International Conference, SCDS 2016, Kuala Lumpur, Malaysia, September 21-22, 2016, Proceedings""","""Berry, Michael W., | Hj. Mohamed, Azlinah, | Wah, Yap Bee,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811027772,"""Communications in computer and information science ; 652. 1865-0929""","""1 online resource (xix, 311 pages)"""
b120,"""IPython interactive computing and visualization cookbook : over 100 hands-on recipes to sharpen your skills in high-performance numerical computing and data science with Python""","""Rossant, Cyrille.""","""Birmingham, UK""","""Electronic books.""",9781783284825,"""nan""","""1 online resource"""
b121,"""Python : real world machine learning : learn to solve challenging data science problems by building powerful machine learning models using Python""","""Joshi, Prateek""","""Birmingham, UK""","""Electronic books.""",9781787120679,"""nan""","""1 online resource"""
b122,"""Python : real world machine learning : learn to solve challenging data science problems by building powerful machine learning models using Python""","""Joshi, Prateek""","""Birmingham, UK""","""Electronic books.""",9781787120679,"""nan""","""1 online resource"""
b123,"""IPython interactive computing and visualization cookbook : over 100 hands-on recipes to sharpen your skills in high-performance numerical computing and data science with Python""","""Rossant, Cyrille.""","""Birmingham, UK""","""Electronic books.""",9781783284825,"""nan""","""1 online resource"""
b124,"""Scala : guide for data science professionals : Scala will be a valuable tool to have on hand during your data science journey for everything from data cleaning to cutting-edge...""","""Bugnion, Pascal""","""Birmingham, UK""","""Electronic books.""",9781787281035,"""nan""","""1 online resource"""
b125,"""Scala : guide for data science professionals : Scala will be a valuable tool to have on hand during your data science journey for everything from data cleaning to cutting-edge...""","""Bugnion, Pascal""","""Birmingham, UK""","""Electronic books.""",9781787281035,"""nan""","""1 online resource"""
b126,"""Spark for data science : analyze your data and delve deep into the world of machine learning with the latest Spark version, 2.0""","""Duvvuri, Srinivas""","""Birmingham, UK""","""Electronic books.""",9781785884771,"""nan""","""1 online resource"""
b127,"""Analytics in a big data world : the essential guide to data science and its applications""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource."""
b128,"""Simulation for data science with R : harness actionable insights from your data with computational statistics and simulations using R""","""Templ, Matthias""","""Birmingham, UK""","""Electronic books.""",9781785885877,"""Community experience distilled.""","""1 online resource"""
b129,"""Principles of data science : learn the techniques and math you need to start making sense of your data""","""Ozdemir, Sinan""","""Birmingham, UK""","""Electronic books.""",9781785888922,"""nan""","""1 online resource"""
b130,"""Java : data science made easy : data collection, processing, analysis, and more : a course in two modules.""","""Reese, Richard M.""","""Birmingham, UK""","""Electronic books.""",9781788479189,"""nan""","""1 online resource"""
b131,"""Hands-on data science and Python machine learning : perform data mining and machine learning efficiently using Python and Spark""","""Kane, Frank""","""Birmingham, UK""","""Electronic books.""",9781787280229,"""nan""","""1 online resource"""
b132,"""Statistics for data science : leverage the power of statistics for data analysis, classification, regression, machine learning, and neural networks""","""Miller, James D., (Software consultant)""","""Birmingham, UK""","""Electronic books.""",9781788295345,"""nan""","""1 online resource"""
b133,"""Simulation for data science with R : harness actionable insights from your data with computational statistics and simulations using R""","""Templ, Matthias""","""Birmingham, UK""","""Electronic books.""",9781785885877,"""Community experience distilled.""","""1 online resource"""
b134,"""Spark for data science : analyze your data and delve deep into the world of machine learning with the latest Spark version, 2.0""","""Duvvuri, Srinivas""","""Birmingham, UK""","""Electronic books.""",9781785884771,"""nan""","""1 online resource"""
b135,"""Principles of data science : learn the techniques and math you need to start making sense of your data""","""Ozdemir, Sinan""","""Birmingham, UK""","""Electronic books.""",9781785888922,"""nan""","""1 online resource"""
b136,"""Java : data science made easy : data collection, processing, analysis, and more : a course in two modules.""","""Reese, Richard M.""","""Birmingham, UK""","""Electronic books.""",9781788479189,"""nan""","""1 online resource"""
b137,"""Hands-on data science and Python machine learning : perform data mining and machine learning efficiently using Python and Spark""","""Kane, Frank""","""Birmingham, UK""","""Electronic books.""",9781787280229,"""nan""","""1 online resource"""
b138,"""Docker for data science : building scalable and extensible data infrastructure around the Jupyter Notebook Server""","""Cook, Joshua.""","""[S.l.]""","""Electronic books.""",9781484230121,"""nan""","""1 online resource"""
b139,"""Data science in R : a case studies approach to computational reasoning and problem solving""","""Nolan, Deborah Ann""","""Boca Raton, FL""","""Electronic books.""",9781482234824,"""Chapman & Hall/CRC the R series (CRC Press)""","""1 online resource (xxiii, 505 pages)"""
b140,"""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings""","""Berry, Michael W., | Mohamed, Azlinah Hj., | Wah, Yap Bee,""","""Singapore""","""Electronic books.""",9789812879363,"""Communications in computer and information science ; 545. 1865-0929""","""1 online resource (xi, 270 pages)"""
b141,"""Data science in R : a case studies approach to computational reasoning and problem solving""","""Nolan, Deborah Ann""","""Boca Raton""","""nan""",9781482234817,"""Chapman & Hall/CRC the R series (CRC Press)""","""xxiii, 515 pages"""
b142,"""Apache Spark for data science cookbook : overinsightful 90 recipes to get lightning-fast analytics with Apache Spark""","""Chitturi, Padma Priya""","""Birmingham, UK""","""Electronic books.""",9781785288807,"""nan""","""1 online resource"""
b143,"""Apache Spark 2.x cookbook : Cloud-ready recipes to do analytics and data science on Apache Spark""","""Yadav, Rishi""","""Birmingham, UK""","""Electronic books.""",9781787127517,"""nan""","""1 online resource"""
b144,"""Data science in R : a case studies approach to computational reasoning and problem solving""","""Nolan, Deborah Ann""","""Boca Raton, FL""","""Electronic books.""",9781482234824,"""Chapman & Hall/CRC the R series (CRC Press)""","""1 online resource (xxiii, 505 pages)"""
b145,"""Apache Spark for data science cookbook : overinsightful 90 recipes to get lightning-fast analytics with Apache Spark""","""Chitturi, Padma Priya""","""Birmingham, UK""","""Electronic books.""",9781785288807,"""nan""","""1 online resource"""
b146,"""Java data science cookbook : explore the power of MLlib, DL4j, Weka and more""","""Shams, Rushdi""","""Birmingham, UK""","""Electronic books.""",9781787127654,"""nan""","""1 online resource"""
