ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
a34,"""algorithmic aspects of cloud computing : first international workshop, algocloud 2015, patras, greece, september 14-15, 2015. revised selected papers""","""ioannis karydis, spyros sioutas, peter triantafillou, dimitrios tsoumakos (eds.)""","""cham : springer, 2016.""","""books""",9783319299198,"""lecture notes in computer science ; 9511,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a35,"""empirical research and writing : a political science student's practical guide""","""leanne c. powner""","""thousand oaks, california : cq press, an imprint of sage, [2015] ©2015""","""books""",9781483369631,"""nan""","""nan"""
a36,"""the new science of metagenomics : revealing the secrets of our microbial planet""","""committee on metagenomics: challenges and functional applications, board on life sciences, division on earth and life studies, national research council of the national academies""","""washington, d.c. : national academies press, [2007] ©2007""","""books""",9780309106771,"""nan""","""nan"""
a38,"""electronic payment systems""","""donal o'mahony, michael peirce, hitesh tewari""","""boston, ma : artech house, [1997] ©1997""","""books""",9780890069257,"""artech house computer science library,""","""nan"""
a39,"""visual data exploration and analysis iv : 12-13 february, 1997, san jose, california""","""georges g. grinstein, robert f. erbacher, chairs/editors ; sponsored by is&t--the society for imaging science and technology, spie--the international society for optical engineering""","""bellingham, washington : spie, [1997] ©1997""","""books""",9780819424280,"""proceedings of spie--the international society for optical engineering ; v. 3017,""","""nan"""
a40,"""statistics and data analysis in geochemical prospecting""","""edited by r.j. howarth""","""amsterdam ; new york : elsevier scientific pub. co. ; new york, n.y. : distributors for the united states and canada, elsevier science pub. co., 1983.""","""books""",9780444420381,"""handbook of exploration geochemistry ; v. 2,""","""nan"""
a41,"""a vlsi architecture for concurrent data structures""","""by william j. dally""","""boston : kluwer academic, [1987] ©1987""","""books""",9780898382358,"""kluwer international series in engineering and computer science ; secs 27,kluwer international series in engineering and computer science. vlsi, computer architecture, and digital signal processing,""","""nan"""
a42,"""learning disabilities sourcebook : basic information about disorders such as dyslexia, visual and auditory processing deficits, attention deficit/hyperactivity disorder, and autism, along with statistical and demographic data, reports on current research initiatives, an explanation of the assessment process, and a special section for adults with learning disabilities""","""edited by linda m. shin""","""detroit, mi : omnigraphics, [1998] ©1998""","""books""",9780780802100,"""health reference series; v. 33,""","""nan"""
a44,"""error control, cryptology, and speech compression : workshop on information protection, moscow, russia, december 6-9, 1993 : selected papers""","""andrew chmora, stephen b. wicker (eds.)""","""berlin ; new york : springer-verlag, [1994] ©1994""","""books""",9780387582658,"""lecture notes in computer science ; 829,""","""nan"""
a47,"""patient adherence to medical treatment regimens : bridging the gap between behavioral science and biomedicine""","""alan j. christensen""","""new haven, ct : yale university press, [2004] ©2004""","""books""",9780300103496,"""current perspectives in psychology,""","""nan"""
a49,"""security assessment in vehicular networks""","""suguo du, haojin zhu""","""new york, ny : springer new york : imprint: springer, 2013.""","""books""",9781461493570,"""springerbriefs in computer science,""","""nan"""
a51,"""model-checking based data retrieval : an application to semistructured and temporal data""","""elisa quintarelli""","""berlin ; new york : springer, [2004] ©2004""","""books""",9783540209713,"""lecture notes in computer science. 2917,""","""nan"""
a52,"""science and technology data""","""industry and science policy sector, industry canada""","""[ottawa] : industry and science policy sector, industry canada, [1996] ©1996""","""books""",9780662625575,"""nan""","""nan"""
a53,"""engineering software ii : proceedings of the second international conference on engineering software, held at imperial college of science and technology, london, march 1981""","""edited by r.a. adey""","""southampton [eng.] : cml publications, 1981.""","""books""",9780905451039,"""nan""","""nan"""
a54,"""logical foundations of computer science : 4th international symposium, lfcs '97, yaroslavl, russia, july 6-12, 1997 : proceedings""","""sergei adian, anil nerode (eds.)""","""berlin ; new york : springer, [1997] ©1997""","""books""",9783540630456,"""lecture notes in computer science. 1234,""","""nan"""
a55,"""survival analysis : state of the art""","""edited by john p. klein and prem k. goel""","""dordrecht ; boston : kluwer academic publishers, [1992] ©1992""","""books""",9780792316343,"""nato asi series. applied sciences ; no. 211,""","""nan"""
a56,"""probabilities, data reduction and error analysis in the physical sciences""","""daniel taupin""","""les ulis cedex, france : editions de physique, [1988]""","""books""",9782868830883,"""monographies de physique,""","""nan"""
a57,"""the data compression book""","""mark nelson, jean-loup gailly""","""second edition. new york : m&t books, [1996] ©1996""","""books""",9781558514348,"""nan""","""nan"""
a58,"""answers to science questions from the stop faking it! guy""","""william c. robertson ; illustrations by brian diskin""","""arlington, va. : nsta press, [2009] ©2009""","""books""",9781935155249,"""nan""","""nan"""
a59,"""data structures and algorithms for game developers""","""allen sherrod""","""1st ed. boston, mass. : charles river media, c2007. boston, mass. : charles river media, c2007.""","""books""",9781584506638,"""nan""","""nan"""
a60,"""algebraic methodology and software technology : 9th international conference, amast 2002, saint-gilles-les-bains, reunion island, france, september 9-13, 2002 : proceedings""","""hélène kirchner, christophe ringeissen (eds.)""","""berlin ; new york : springer, [2002] ©2002""","""books""",9783540441441,"""lecture notes in computer science ; 2422,""","""nan"""
a62,"""educating teachers of science, mathematics, and technology : new practices for the new millennium""","""committee on science and mathematics teachers preparation, center for education, national research council""","""washington, dc : national academy press, [2001] ©2001""","""books""",9780309501422,"""nan""","""nan"""
a63,"""data integration in the life sciences : 8th international conference, dils 2012, college park, md, usa, june 28-29, 2012. proceedings""","""olivier bodenreider, bastien rance (eds.)""","""berlin ; new york : springer, [2012] ©2012""","""books""",9783642310409,"""lecture notes in computer science. lecture notes in bioinformatics,lecture notes in computer science ; 7348,lncs sublibrary. bioinformatics,lecture notes in computer science. lecture notes in bioinformatics,lncs sublibrary. bioinformatics,""","""nan"""
a64,"""docker for data science building scalable and extensible data infrastructure around the jupyter notebook server""","""joshua cook""","""[s.l.] : apress, 2017.""","""books""",9781484230121,"""nan""","""nan"""
a66,"""data modeling essentials : analysis, design, and innovation""","""graeme c. simsion""","""new york : van nostrand reinhold, [1994] ©1994""","""books""",9780442016548,"""vnr computer library,""","""nan"""
a67,"""statistics for data science : leverage the power of statistics for data analysis, classification, regression, machine learning, and neural networks""","""james d. miller""","""birmingham, uk : packt publishing, 2017. ©2017""","""books""",9781788295345,"""nan""","""nan"""
a68,"""intelligent search on xml data : applications, languages, models, implementations, and benchmarks""","""henk blanken ... [and others], eds""","""berlin ; new york : springer, [2003] ©2003""","""books""",9783540407683,"""lecture notes in computer science. 2818,""","""nan"""
a69,"""bioinformatics : german conference on bioinformatics, gcb '96, leipzig, germany, september 30-october 2, 1996 : selected papers""","""ralf hofestädt ... [and others] (eds.)""","""berlin ; new york : springer, [1997] ©1997""","""books""",9783540633709,"""lecture notes in computer science. 1278,""","""nan"""
a70,"""1997 ieee radiation effects data workshop : data workshop :nsrec snowmass 1997""","""ieee nuclear and plasma sciences society, institute of electrical and electronics engineers, inc""","""piscataway, nj : ieee, [1997] ©1997""","""books""",9780780340619,"""nan""","""nan"""
a71,"""student projects in environmental science""","""stuart harrad ... [and others]""","""chichester, england ; hoboken, nj : john wiley, [2008] ©2008""","""books""",9780470845646,"""nan""","""nan"""
a72,"""cooperative agents : applications in the social sciences""","""edited by nicole j. saam and bernd schmidt""","""dordrecht ; boston : kluwer academic, [2001] ©2001""","""books""",9781402001901,"""theory and decision library. philosophy and methodology of the social sciences ; v. 32,""","""nan"""
a73,"""evaluation of environmental data for regulatory and impact assessment""","""s. ramamoorthy and e. baddaloo""","""amsterdam ; elsevier ; 1991. new york, ny : distributors for the united states and canada, elsevier science pub. co., 1991.""","""books""",9780444885302,"""studies in environmental science ; 41,""","""nan"""
a74,"""mobile information systems leveraging volunteered geographic information for earth observation""","""gloria bordogna, paolo carrara, editors""","""cham : springer, [2018] ©2018""","""books""",9783319708782,"""earth systems data and models ; v. 4,""","""nan"""
a75,"""statistics for censored environmental data using minitab and r""","""dennis r. helsel""","""2nd ed. hoboken, n.j. : wiley, [2012] ©2012""","""books""",9781118162729,"""statistics in practice,""","""nan"""
a76,"""beginning computer science""","""james l. poirot [and] david n. groves""","""manchaca, texas : sterling swift publishing company, 1978.""","""books""",9780884081067,"""nan""","""nan"""
a77,"""lightweight cryptography for security and privacy : 4th international workshop, lightsec 2015, bochum, germany, september 10-11, 2015, revised selected papers""","""edited by tim güneysu, gregor leander, amir moradi""","""1st ed. 2016. cham : springer international publishing : imprint: springer, 2016.""","""books""",9783319290782,"""lecture notes in computer science ; 9542,""","""nan"""
a78,"""eddy covariance : a practical guide to measurement and data analysis""","""marc aubinet, timo vesala, dario papale, editors""","""dordrecht ; new york : springer, 2012. ©2012.""","""books""",9789400723504,"""springer atmospheric sciences,""","""nan"""
a79,"""applied management science and spreadsheet modeling""","""francis j. clauss""","""belmont, calif. : duxbury press, [1996] ©1996""","""books""",9780534258429,"""nan""","""nan"""
a80,"""automation, mechanization and data handling in microbiology""","""edited by ann baillie and r.j. gilbert""","""london ; new york : academic press, 1970.""","""books""",9780120736508,"""technical series (society for applied bacteriology) ; no. 4,""","""nan"""
a81,"""high performance computing for computational science, vecpar 2008 : 8th international conference, toulouse, france, june 24-27, 2008 : revised selected papers""","""josé m. laginha m. palma ... [and others] (eds.)""","""berlin ; new york : springer, [2008] ©2008""","""books""",9783540928591,"""lecture notes in computer science ; 5336,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a82,"""advances in intelligent data analysis : reasoning about data : second international symposium, ida-97, london, uk, august 4-6, 1997 : proceedings""","""xiaohui liu, paul cohen, michael berthold (eds.)""","""berlin ; new york : springer, [1997] ©1997""","""books""",9783540633464,"""lecture notes in computer science. 1280,""","""nan"""
a83,"""recent trends in data type specification : 10th workshop on specification of abstract data types, joint with the 5th compass workshop, s. margherita, italy, may 30-june 3, 1994 : selected papers""","""egidio astesiano, gianna reggio, andrzej tarlecki (eds.)""","""berlin ; new york : springer-verlag, [1995] ©1995""","""books""",9783540591320,"""lecture notes in computer science ; 906,""","""nan"""
a84,"""math and science in motion : activities for middle school""","""chris brueningsen, elisa brueningsen, bill bower""","""austin, tx : texas instruments inc., [1997] ©1997""","""books""",9781886309135,"""collection explorations,""","""nan"""
a85,"""neural information processing : 24th international conference, iconip 2017, guangzhou, china, november 14-18, 2017, proceedings. part iv""","""derong liu, shengli xie, yuanqing li, dongbin zhao, el-sayed m. el-alfy (eds.)""","""cham : springer, 2017.""","""books""",9783319700939,"""lecture notes in computer science ; 10637,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a86,"""the data game : controversies in social science statistics""","""mark h. maier and jennifer imazeki""","""fourth edition. armonk, ny : sharpe, [2013] ©2013""","""books""",9780765629791,"""nan""","""nan"""
a87,"""programs as data objects : second symposium, pado 2001, aarhus, denmark, may 21-23, 2001 : proceedings""","""olivier danvy, andrzej filinski (eds.)""","""berlin ; new york : springer, [2001] ©2001""","""books""",9783540420682,"""lecture notes in computer science. 2053,""","""nan"""
a89,"""the whole library handbook 5 : current data, professional advice, and curiosa about libraries and library services""","""edited by george m. eberhart ; casey bayer, cover design""","""5th ed. chicago, illinois : ala editions, 2013. ©2013""","""books""",9780838996485,"""nan""","""nan"""
a90,"""graph-theoretic concepts in computer science : 43rd international workshop, wg 2017, eindhoven, the netherlands, june 21-23, 2017, revised selected papers""","""hans l. bodlaender, gerhard j. woeginger (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319687056,"""lecture notes in computer science ; 10520,lecture notes in computer science. advanced research in computing and software science,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a91,"""data mining and knowledge discovery : theory, tools, and technology vi : 12-13 april 2004, orlando, florida, usa""","""belur v. dasarathy, chair/editor ; sponsored and published by spie--the international society for optical engineering""","""bellingham, wash., usa : spie, [2004] ©2004""","""books""",9780819453563,"""proceedings of spie--the international society for optical engineering ; v. 5433,""","""nan"""
a93,"""abstract data types in java""","""michael s. jenkins""","""new york : mcgraw-hill, [1998] ©1998""","""books""",9780585039077,"""mcgraw-hill java masters,""","""nan"""
a94,"""discrete and computational geometry : japanese conference, jcdcg 2004, tokyo, japan, october 8-11, 2004 : revised selected papers""","""jin akiyama, mikio kano, xuehou tan (eds.)""","""berlin ; new york : springer, [2005] ©2005""","""books""",9783540304678,"""lecture notes in computer science. 3742,""","""nan"""
a95,"""the economics of financial and medical identity theft""","""l. jean camp, m. eric johnson""","""new york : springer, [2012] ©2012""","""books""",9781461419181,"""nan""","""nan"""
a96,"""transactions on large-scale data- and knowledge-centered systems xviii : special issue on database- and expert-systems applications""","""abdelkader hameurlain, josef küng, roland wagner, hendrik decker, lenka lhotska, sebastian link (eds.)""","""heidelberg : springer, 2015.""","""books""",9783662464854,"""lecture notes in computer science ; 8980,""","""nan"""
a97,"""data information literacy : librarians, data, and the education of a new generation of researchers""","""edited by jake carlson and lisa r. johnston""","""west lafayette, indiana : purdue university press, [2015] ©2015""","""books""",9781612493510,"""purdue information literacy handbooks,""","""nan"""
a98,"""iticse 2001 : proceedings of the 6th annual sigcse conference on innovation and technology in computer science education, june 25-27, 2001, canterbury, uk""","""conference co-chair, sally fincher ; conference co-chair, bruce klein ; program co-chair, fintan culwin ; program co-chair, mike mccracken ; proceedings editor and acm coordinator, david finkel""","""new york : association for computing machinery, [2001] ©2001""","""books""",9781581133301,"""sigcse bulletin. v. 33, no. 3,""","""nan"""
a99,"""the accidental data scientist : big data applications and opportunities for librarians and information professionals""","""amy l. affelt ; foreword by thomas h. davenport""","""medford, new jersey : information today, inc., 2015. ©2015""","""books""",9781573877077,"""nan""","""nan"""
a100,"""computer-readable databases : a directory and data sourcebook""","""martha e. williams, editor-in-chief ; laurence lannom, managing editor ; carolyn g. robins, data acquisitions editor""","""chicago : american library association, 1985.""","""books""",9780838904176,"""nan""","""nan"""
a102,"""handbook of natural language processing and machine translation : darpa global autonomous language exploitation""","""edited by joseph olive, caitlin christianson, john mccary""","""new york : springer, 2011.""","""books""",9781441977137,"""nan""","""nan"""
a103,"""when weather matters : science and services to meet critical societal needs""","""committee on progress and priorities of u.s. weather research and research-to-operations activities, board on atmospheric sciences and climate, division on earth and life studies, national research council""","""washington, d.c. : national academies press, [2010] ©2010""","""books""",9780309152501,"""nan""","""nan"""
a104,"""analytics in a big data world : the essential guide to data science and its applications""","""bart baesens""","""hoboken, new jersey : wiley, 2014. ©2014""","""books""",9781118892718,"""wiley and sas business series,""","""nan"""
a105,"""transactions on computational science v : special issue on cognitive knowledge representation""","""marina l. gavrilova ... [and others] (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642020971,"""lecture notes in computer science ; 5540,""","""nan"""
a107,"""the data science design manual""","""steven s. skiena""","""cham, switzerland : springer, 2017.""","""books""",9783319554440,"""texts in computer science,undergraduate texts in computer science,""","""nan"""
a108,"""query processing over uncertain databases""","""lei chen, xiang lian""","""[san rafael, calif.] : morgan & claypool, [2013] ©2013""","""books""",9781608458936,"""synthesis lectures on data management ; #33,""","""nan"""
a110,"""the backup book : disaster recovery from desktop to data center""","""dorian j. cougias, e.l. heiberger, karsten koop ; laurie o'connell (ed.) ; foreword by david bell ; industry forewords by adam r. dell, jim simmons, and gary cotshott""","""third edition. lecanto, fl : schaser-vartan books, [2003] ©2003""","""books""",9780972903905,"""network frontiers field manual series,""","""nan"""
a111,"""essential statistics for the pharmaceutical sciences""","""philip rowe""","""2nd ed. chichester, england : wiley, 2016. ©2016""","""books""",9781119109075,"""nan""","""nan"""
a113,"""perspectives on computer science : from the 10th anniversary symposium at the computer science department, carnegie-mellon university""","""edited by anita k. jones""","""new york : academic press, 1977.""","""books""",9780123894502,"""acm monograph series,""","""nan"""
a114,"""advances in computer science, asian 2005 : data management on the web : 10th asian computing science conference, kunming, china, december 7-9, 2005 : proceedings""","""stéphane grumbach, liying sui, victor vianu (eds.)""","""berlin ; new york : springer, [2005] ©2005""","""books""",9783540307679,"""lecture notes in computer science. 3818,""","""nan"""
a115,"""data-ism : the revolution transforming decision making, consumer behavior, and almost everything else""","""steve lohr""","""first edition. new york, ny : harpercollins publishers, [2015]""","""books""",9780062226815,"""nan""","""nan"""
a116,"""modelling survival data in medical research""","""d. collett""","""first edition. london ; new york : chapman & hall, 1994.""","""books""",9780412448805,"""texts in statistical science,""","""nan"""
a118,"""natural language processing with java : explore various approaches to organize and extract useful text from unstructured data using java""","""richard m. reese ; commissioning editor nadeem n. bagban ; acquisition editor sonali vernekar ; copy editors pranjali chury, vikrant phadke""","""birmingham, england ; mumbai, [india] : packt publishing, 2015. ©2015""","""books""",9781784398941,"""community experience distilled,""","""nan"""
a119,"""estimation of dependences based on empirical data ; empirical inference science : afterword of 2006""","""vladimir vapnik ; [samuel kotz, translator]""","""reprint of 1982 edition. new york : springer, [2006] ©2006""","""books""",9780387342399,"""information science and statistics,statistics for engineering and information science,""","""nan"""
a120,"""financial cryptography and data security : fc 2015 international workshops, bitcoin, wahc, and wearable, san juan, puerto rico, january 30, 2015, revised selected papers""","""edited by michael brenner, nicolas christin, benjamin johnson, kurt rohloff""","""heidelberg : springer, 2015.""","""books""",9783662480519,"""lecture notes in computer science ; 8976,lncs sublibrary. security and cryptology,""","""nan"""
a123,"""advances in intelligent data analysis ix : 9th international symposium, ida 2010, tucson, az, usa, may 19-21, 2010 ; proceedings""","""paul r. cohen, niall m. adams, michael r. berthold (eds.)""","""berlin ; new york : springer, [2010] ©2010""","""books""",9783642130618,"""lecture notes in computer science ; 6065,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan"""
a124,"""statistics and data analysis for microarrays using r and bioconductor""","""sorin draghici""","""boca raton, fl : crc press, 2012.""","""books""",9781439809754,"""chapman and hall/crc mathematical & computational biology series,""","""nan"""
a125,"""time series analysis in meteorology and climatology : an introduction""","""claude duchon, robert hale""","""chichester, west sussex ; hoboken, nj : wiley-blackwell, 2012.""","""books""",9781119953098,"""advancing weather and climate science,""","""nan"""
a126,"""the objective monitoring of physical activity : contributions of accelerometry to epidemiology, exercise science and rehabilitation""","""roy j. shephard, catrine tudor-locke, editors""","""cham : springer, 2016. cham : springer, 2016.""","""books""",9783319295770,"""springer series on epidemiology and health,""","""nan"""
a127,"""discrete computational structures""","""robert r. korfhage""","""second edition. orlando : academic press, [1984] ©1984""","""books""",9780124208605,"""computer science and applied mathematics,computer science and scientific computing,""","""nan"""
a128,"""big data computing and communications : second international conference, bigcom 2016, shenyang, china, july 29-31, 2016, proceedings""","""yu wang, ge yu, yanyong zhang, zhui han, guoren wang (eds.)""","""cham : springer, 2016.""","""books""",9783319425535,"""lecture notes in computer science ; 9784,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan"""
a129,"""the craft of knowledge : experiences of living with data""","""edited by carol smart, the morgan centre, school of social sciences, university of manchester, uk, jenny hockey, department of sociological studies, university of sheffield, uk and allison james, department of sociological studies, university of sheffield, uk""","""houndmills, basingstoke, hampshire ; new york : palgrave macmillan, 2014.""","""books""",9781137287335,"""nan""","""nan"""
a130,"""link analysis : an information science approach""","""mike thelwall""","""first edition. amsterdam ; san diego, ca : elsevier academic press, 2004.""","""books""",9780120885534,"""library and information science (new york, n.y.),studies in information,""","""nan"""
a131,"""researching developing countries : a data resource guide for social scientist""","""forrest d. wright""","""waltham, ma : chandos publishing, an imprint of elsevier, [2016] ©2016""","""books""",9780081002179,"""chandos information professional series,""","""nan"""
a132,"""cryptography protocols, design and applications""","""kamol lek and naruemol rajapakse, editors""","""hauppauge, n.y. : nova science publishers, c2012.""","""books""",9781621008316,"""cryptography, steganography and data security,privacy and identity protection,cryptography, steganography and data security,""","""nan"""
a133,"""pisa 2006 : science competencies for tomorrow's world""","""organisation for economic co-operation and development""","""paris : oecd, [2007] ©2007""","""books""",9789264040007,"""nan""","""nan"""
a135,"""handbook of decision science""","""michael a. diefenbach, suzanne miller-halegoua, deborah j. bowen, editors""","""new york, ny : springer, 2016. new york, ny : springer, 2016.""","""books""",9781493934867,"""nan""","""nan"""
a136,"""database archiving : how to keep lots of data for a very long time""","""jack e. olson""","""san francisco, calif. : morgan kaufmann ; oxford : elsevier science [distributor], [2009] ©2009""","""books""",9780123747204,"""mk/omg press,""","""nan"""
a137,"""color bytes : blending the art and science of color""","""[by jean bourges]""","""forest hills, n.y. : chromatics press, [1997] ©1997""","""books""",9781888551006,"""nan""","""nan"""
a139,"""a bibliographic guide to the history of computing, computers, and the information processing industry""","""compiled by james w. cortada""","""new york : greenwood press, 1990.""","""books""",9780313268106,"""bibliographies and indexes in science and technology. no. 6,""","""nan"""
a140,"""materials data for cyclic loading""","""chr. boller, t. seeger""","""amsterdam ; new york : elsevier, 1987.""","""books""",9780444428707,"""materials science monographs ; 42a-42e,""","""nan"""
a141,"""automated data collection with r : a practical guide to web scraping and text mining""","""simon munzert, christian ruoba, peter meiboner, dominic nyhuis""","""chichester, west sussex, united kingdom ; : wiley, 2014.""","""books""",9781118834787,"""nan""","""nan"""
a142,"""practical data analysis in chemistry""","""marcel maeder and yorck-michael neuhold""","""oxford : elsevier, 2007.""","""books""",9780444530547,"""data handling in science and technology ; v. 26,""","""nan"""
a143,"""library and information science research in the 21st century : a guide for practising librarians and students""","""ibironke o. lawal""","""oxford : chandos pub., 2009.""","""books""",9781843343738,"""chandos information professional series,""","""nan"""
a144,"""socioeconomic environmental policies and evaluations in regional science : essays in honor of yoshiro higano""","""horiyuki shibusawa, katsuhiro sakurau, takeshi mizunoya, susumu uchida, editors""","""singapore : springer, [2016]. ©2017""","""books""",9789811000997,"""new frontiers in regional science: asian perspectives ; v. 24,""","""nan"""
a145,"""data analysis : a model comparison approach""","""charles m. judd, gary h. mcclelland, carey s. ryan""","""second edition. new york ; hove : routledge, 2009.""","""books""",9780805833881,"""nan""","""nan"""
a146,"""satellite data requirements for marine meteorological services""","""by g.d. hamilton""","""geneva, switzerland : secretariat of the world meteorological organization, 1980.""","""books""",9789263105486,"""reports on marine science affairs ; report no. 14,""","""nan"""
