docID,word,startPos,endPos,label,bag,preWord,postWord
29,watched movie times row,99,121,0,4,think,never
29,movie times row never,107,127,0,4,watched,lost
29,times row never lost,113,132,0,4,movie,interest
29,row never lost interest,119,141,0,4,times,Plus
29,never lost interest Plus,123,146,0,4,row,usually
29,lost interest Plus usually,129,154,0,4,never,dont
29,interest Plus usually dont,134,159,0,4,lost,cry
29,Plus usually dont cry,143,163,0,4,interest,movies
29,usually dont cry movies,148,170,0,4,Plus,one
29,dont cry movies one,156,174,0,4,usually,made
29,cry movies one made,161,179,0,4,dont,cry
29,movies one made cry,165,183,0,4,cry,time
29,one made cry time,172,188,0,4,movies,wish
29,made cry time wish,176,193,0,4,one,could
29,cry time wish could,181,199,0,4,made,find
29,time wish could find,185,204,0,4,cry,movies
29,wish could find movies,190,211,0,4,time,like
29,could find movies like,195,216,0,4,wish,one
29,find movies like one,201,220,0,4,could,thought
29,movies like one thought,206,228,0,4,find,great
29,like one thought great,213,234,0,4,movies,movie
29,one thought great movie,218,240,0,4,like,watch
29,thought great movie watch,222,246,0,4,one,become
29,great movie watch become,230,253,0,4,thought,part
29,movie watch become part,236,258,0,4,great,end
29,watch become part end,242,262,0,4,movie,part
29,become part end part,248,267,0,4,watch,really
29,part end part really,255,274,0,4,become,got
29,end part really got,260,278,0,4,part,cried
29,part really got cried,264,284,0,4,end,getting
29,really got cried getting,269,292,0,4,part,diploma
29,got cried getting diploma,276,300,0,4,really,daughters
29,cried getting diploma daughters,280,310,0,4,got,name
29,getting diploma daughters name,286,315,0,4,cried,heart
29,diploma daughters name heart,294,321,0,4,getting,felt
29,daughters name heart felt,302,326,0,4,diploma,shattered
29,name heart felt shattered,312,336,0,4,daughters,new
29,heart felt shattered new,317,340,0,4,name,friend
29,felt shattered new friend,323,347,0,4,heart,came
29,shattered new friend came,328,352,0,4,felt,comfort
29,new friend came comfort,338,360,0,4,shattered,hadnt
29,friend came comfort hadnt,342,366,0,4,new,gotten
29,came comfort hadnt gotten,349,373,0,4,friend,yet
29,comfort hadnt gotten yet,354,377,0,4,came,loved
29,hadnt gotten yet loved,362,383,0,4,comfort,NA
15,kid,0,2,0,1,NA,watched
15,watched,4,10,0,1,kid,many
15,many,12,15,0,1,watched,times
15,times,17,21,0,1,many,remember
15,remember,23,30,0,1,times,whistling
15,whistling,32,40,0,1,remember,Happy
15,Happy,42,46,0,1,whistling,Cat
15,Cat,48,50,0,1,Happy,song
15,song,52,55,0,1,Cat,quite
15,quite,57,61,0,1,song,often
15,often,63,67,0,1,quite,songs
15,songs,69,73,0,1,often,great
15,great,75,79,0,1,songs,actually
15,actually,81,88,0,1,great,memorable
15,memorable,90,98,0,1,actually,unlike
15,unlike,100,105,0,1,memorable,many
15,many,107,110,0,1,unlike,childrens
15,childrens,112,120,0,1,many,musicals
15,musicals,122,129,0,1,childrens,songs
15,songs,131,135,0,1,musicals,stuck
15,stuck,137,141,0,1,songs,real
15,real,143,146,0,1,stuck,reason
15,reason,148,153,0,1,real,scenes
15,scenes,155,160,0,1,reason,costumes
15,costumes,162,169,0,1,scenes,lavish
15,lavish,171,176,0,1,costumes,acting
15,acting,178,183,0,1,lavish,welldone
15,welldone,185,192,0,1,acting,isnt
15,isnt,194,197,0,1,welldone,surprising
15,surprising,199,208,0,1,isnt,considering
15,considering,210,220,0,1,surprising,cast
15,cast,222,225,0,1,considering,Christopher
15,Christopher,227,237,0,1,cast,Walken
15,Walken,239,244,1,1,Christopher,catlike
15,catlike,246,252,0,1,Walken,doesnt
15,doesnt,254,259,0,1,catlike,need
15,need,261,264,0,1,doesnt,stupid
15,stupid,266,271,0,1,need,makeup
15,makeup,273,278,0,1,stupid,cat
15,cat,280,282,0,1,makeup,costume
15,costume,284,290,0,1,cat,viewer
15,viewer,292,297,0,1,costume,believe
15,believe,299,305,0,1,viewer,hes
15,hes,307,309,0,1,believe,cat
15,cat,311,313,0,1,hes,transformed
15,transformed,315,325,0,1,cat,human
15,human,327,331,0,1,transformed,Jason
15,Jason,333,337,0,1,human,Connerys
15,Connerys,339,346,0,1,Jason,cute
15,cute,348,351,0,1,Connerys,shy
15,shy,353,355,0,1,cute,awkward
15,awkward,357,363,0,1,shy,millers
15,millers,365,371,0,1,awkward,son
15,son,373,375,0,1,millers,Corin
15,Corin,377,381,1,1,son,falls
15,falls,383,387,0,1,Corin,love
15,love,389,392,0,1,falls,beautiful
15,beautiful,394,402,0,1,love,bold
15,bold,404,407,0,1,beautiful,Princess
15,Princess,409,416,0,1,bold,Vera
15,Vera,418,421,1,1,Princess,really
15,really,423,428,0,1,Vera,fun
15,fun,430,432,0,1,really,enjoyable
15,enjoyable,434,442,0,1,fun,featurelength
15,featurelength,444,456,0,1,enjoyable,movie
15,movie,458,462,0,1,featurelength,unlike
15,unlike,464,469,0,1,movie,fairytales
15,fairytales,471,480,0,1,unlike,characters
15,characters,482,491,0,1,fairytales,given
15,given,493,497,0,1,characters,personalities
15,personalities,499,511,0,1,given,favourite
15,favourite,513,521,0,1,personalities,parts
15,parts,523,527,0,1,favourite,Puss
15,Puss,529,532,0,1,parts,makes
15,makes,534,538,0,1,Puss,Corin
15,Corin,540,544,1,1,makes,pretend
15,pretend,546,552,0,1,Corin,hes
15,hes,554,556,0,1,pretend,drowning
15,drowning,558,565,0,1,hes,ball
15,ball,567,570,0,1,drowning,everybody
15,everybody,572,580,0,1,ball,starts
15,starts,582,587,0,1,everybody,dancing
15,dancing,589,595,0,1,starts,country
15,country,597,603,0,1,dancing,dance
15,dance,605,609,0,1,country,rage
15,rage,611,614,0,1,dance,abroad
15,abroad,616,621,0,1,rage,Walken
15,Walken,623,628,1,1,abroad,kitchen
15,kitchen,630,636,0,1,Walken,dancing
15,dancing,638,644,0,1,kitchen,table
15,table,646,650,0,1,dancing,hes
15,hes,652,654,0,1,table,pretty
15,pretty,656,661,0,1,hes,good
15,good,663,666,0,1,pretty,dancer
15,dancer,668,673,0,1,good,Vera
15,Vera,675,678,1,1,dancer,tells
15,tells,680,684,0,1,Vera,Corin
15,Corin,686,690,1,1,tells,things
15,things,692,697,0,1,Corin,used
15,used,699,702,0,1,things,young
15,young,704,708,0,1,used,like
15,like,710,713,0,1,young,pretending
15,pretending,715,724,0,1,like,millers
15,millers,726,732,0,1,pretending,daughter
15,daughter,734,741,0,1,millers,Id
15,Id,743,744,0,1,daughter,recommend
15,recommend,746,754,0,1,Id,film
15,film,756,759,0,1,recommend,children
15,children,761,768,0,1,film,parents
15,parents,770,776,0,1,children,alike
15,alike,778,782,0,1,parents,love
15,love,784,787,0,1,alike,magic
15,magic,789,793,0,1,love,fairytales
15,fairytales,795,804,0,1,magic,actually
15,actually,806,813,0,1,fairytales,movie
15,movie,815,819,0,1,actually,watch
15,watch,821,825,0,1,movie,together
15,together,827,834,0,1,watch,wont
15,wont,836,839,0,1,together,drive
15,drive,841,845,0,1,wont,adults
15,adults,847,852,0,1,drive,NA
15,kid watched,0,10,0,2,NA,many
15,watched many,4,15,0,2,kid,times
15,many times,12,21,0,2,watched,remember
15,times remember,17,30,0,2,many,whistling
15,remember whistling,23,40,0,2,times,Happy
15,whistling Happy,32,46,0,2,remember,Cat
15,Happy Cat,42,50,0,2,whistling,song
15,Cat song,48,55,0,2,Happy,quite
15,song quite,52,61,0,2,Cat,often
15,quite often,57,67,0,2,song,songs
15,often songs,63,73,0,2,quite,great
15,songs great,69,79,0,2,often,actually
15,great actually,75,88,0,2,songs,memorable
15,actually memorable,81,98,0,2,great,unlike
15,memorable unlike,90,105,0,2,actually,many
15,unlike many,100,110,0,2,memorable,childrens
15,many childrens,107,120,0,2,unlike,musicals
15,childrens musicals,112,129,0,2,many,songs
15,musicals songs,122,135,0,2,childrens,stuck
15,songs stuck,131,141,0,2,musicals,real
15,stuck real,137,146,0,2,songs,reason
15,real reason,143,153,0,2,stuck,scenes
15,reason scenes,148,160,0,2,real,costumes
15,scenes costumes,155,169,0,2,reason,lavish
15,costumes lavish,162,176,0,2,scenes,acting
15,lavish acting,171,183,0,2,costumes,welldone
15,acting welldone,178,192,0,2,lavish,isnt
15,welldone isnt,185,197,0,2,acting,surprising
15,isnt surprising,194,208,0,2,welldone,considering
15,surprising considering,199,220,0,2,isnt,cast
15,considering cast,210,225,0,2,surprising,Christopher
15,cast Christopher,222,237,0,2,considering,Walken
15,Christopher Walken,227,244,1,2,cast,catlike
15,Walken catlike,239,252,0,2,Christopher,doesnt
15,catlike doesnt,246,259,0,2,Walken,need
15,doesnt need,254,264,0,2,catlike,stupid
15,need stupid,261,271,0,2,doesnt,makeup
15,stupid makeup,266,278,0,2,need,cat
15,makeup cat,273,282,0,2,stupid,costume
15,cat costume,280,290,0,2,makeup,viewer
15,costume viewer,284,297,0,2,cat,believe
15,viewer believe,292,305,0,2,costume,hes
15,believe hes,299,309,0,2,viewer,cat
15,hes cat,307,313,0,2,believe,transformed
15,cat transformed,311,325,0,2,hes,human
15,transformed human,315,331,0,2,cat,Jason
15,human Jason,327,337,0,2,transformed,Connerys
15,Jason Connerys,333,346,1,2,human,cute
15,Connerys cute,339,351,0,2,Jason,shy
15,cute shy,348,355,0,2,Connerys,awkward
15,shy awkward,353,363,0,2,cute,millers
15,awkward millers,357,371,0,2,shy,son
15,millers son,365,375,0,2,awkward,Corin
15,son Corin,373,381,0,2,millers,falls
15,Corin falls,377,387,0,2,son,love
15,falls love,383,392,0,2,Corin,beautiful
15,love beautiful,389,402,0,2,falls,bold
15,beautiful bold,394,407,0,2,love,Princess
15,bold Princess,404,416,0,2,beautiful,Vera
15,Princess Vera,409,421,0,2,bold,really
15,Vera really,418,428,0,2,Princess,fun
15,really fun,423,432,0,2,Vera,enjoyable
15,fun enjoyable,430,442,0,2,really,featurelength
15,enjoyable featurelength,434,456,0,2,fun,movie
15,featurelength movie,444,462,0,2,enjoyable,unlike
15,movie unlike,458,469,0,2,featurelength,fairytales
15,unlike fairytales,464,480,0,2,movie,characters
15,fairytales characters,471,491,0,2,unlike,given
15,characters given,482,497,0,2,fairytales,personalities
15,given personalities,493,511,0,2,characters,favourite
15,personalities favourite,499,521,0,2,given,parts
15,favourite parts,513,527,0,2,personalities,Puss
15,parts Puss,523,532,0,2,favourite,makes
15,Puss makes,529,538,0,2,parts,Corin
15,makes Corin,534,544,0,2,Puss,pretend
15,Corin pretend,540,552,0,2,makes,hes
15,pretend hes,546,556,0,2,Corin,drowning
15,hes drowning,554,565,0,2,pretend,ball
15,drowning ball,558,570,0,2,hes,everybody
15,ball everybody,567,580,0,2,drowning,starts
15,everybody starts,572,587,0,2,ball,dancing
15,starts dancing,582,595,0,2,everybody,country
15,dancing country,589,603,0,2,starts,dance
15,country dance,597,609,0,2,dancing,rage
15,dance rage,605,614,0,2,country,abroad
15,rage abroad,611,621,0,2,dance,Walken
15,abroad Walken,616,628,0,2,rage,kitchen
15,Walken kitchen,623,636,0,2,abroad,dancing
15,kitchen dancing,630,644,0,2,Walken,table
15,dancing table,638,650,0,2,kitchen,hes
15,table hes,646,654,0,2,dancing,pretty
15,hes pretty,652,661,0,2,table,good
15,pretty good,656,666,0,2,hes,dancer
15,good dancer,663,673,0,2,pretty,Vera
15,dancer Vera,668,678,0,2,good,tells
15,Vera tells,675,684,0,2,dancer,Corin
15,tells Corin,680,690,0,2,Vera,things
15,Corin things,686,697,0,2,tells,used
15,things used,692,702,0,2,Corin,young
15,used young,699,708,0,2,things,like
15,young like,704,713,0,2,used,pretending
15,like pretending,710,724,0,2,young,millers
15,pretending millers,715,732,0,2,like,daughter
15,millers daughter,726,741,0,2,pretending,Id
15,daughter Id,734,744,0,2,millers,recommend
15,Id recommend,743,754,0,2,daughter,film
15,recommend film,746,759,0,2,Id,children
15,film children,756,768,0,2,recommend,parents
15,children parents,761,776,0,2,film,alike
15,parents alike,770,782,0,2,children,love
15,alike love,778,787,0,2,parents,magic
15,love magic,784,793,0,2,alike,fairytales
15,magic fairytales,789,804,0,2,love,actually
15,fairytales actually,795,813,0,2,magic,movie
15,actually movie,806,819,0,2,fairytales,watch
15,movie watch,815,825,0,2,actually,together
15,watch together,821,834,0,2,movie,wont
15,together wont,827,839,0,2,watch,drive
15,wont drive,836,845,0,2,together,adults
15,drive adults,841,852,0,2,wont,NA
15,kid watched many,0,15,0,3,NA,times
15,watched many times,4,21,0,3,kid,remember
15,many times remember,12,30,0,3,watched,whistling
15,times remember whistling,17,40,0,3,many,Happy
15,remember whistling Happy,23,46,0,3,times,Cat
15,whistling Happy Cat,32,50,0,3,remember,song
15,Happy Cat song,42,55,0,3,whistling,quite
15,Cat song quite,48,61,0,3,Happy,often
15,song quite often,52,67,0,3,Cat,songs
15,quite often songs,57,73,0,3,song,great
15,often songs great,63,79,0,3,quite,actually
15,songs great actually,69,88,0,3,often,memorable
15,great actually memorable,75,98,0,3,songs,unlike
15,actually memorable unlike,81,105,0,3,great,many
15,memorable unlike many,90,110,0,3,actually,childrens
15,unlike many childrens,100,120,0,3,memorable,musicals
15,many childrens musicals,107,129,0,3,unlike,songs
15,childrens musicals songs,112,135,0,3,many,stuck
15,musicals songs stuck,122,141,0,3,childrens,real
15,songs stuck real,131,146,0,3,musicals,reason
15,stuck real reason,137,153,0,3,songs,scenes
15,real reason scenes,143,160,0,3,stuck,costumes
15,reason scenes costumes,148,169,0,3,real,lavish
15,scenes costumes lavish,155,176,0,3,reason,acting
15,costumes lavish acting,162,183,0,3,scenes,welldone
15,lavish acting welldone,171,192,0,3,costumes,isnt
15,acting welldone isnt,178,197,0,3,lavish,surprising
15,welldone isnt surprising,185,208,0,3,acting,considering
15,isnt surprising considering,194,220,0,3,welldone,cast
15,surprising considering cast,199,225,0,3,isnt,Christopher
15,considering cast Christopher,210,237,0,3,surprising,Walken
15,cast Christopher Walken,222,244,0,3,considering,catlike
15,Christopher Walken catlike,227,252,0,3,cast,doesnt
15,Walken catlike doesnt,239,259,0,3,Christopher,need
15,catlike doesnt need,246,264,0,3,Walken,stupid
15,doesnt need stupid,254,271,0,3,catlike,makeup
15,need stupid makeup,261,278,0,3,doesnt,cat
15,stupid makeup cat,266,282,0,3,need,costume
15,makeup cat costume,273,290,0,3,stupid,viewer
15,cat costume viewer,280,297,0,3,makeup,believe
15,costume viewer believe,284,305,0,3,cat,hes
15,viewer believe hes,292,309,0,3,costume,cat
15,believe hes cat,299,313,0,3,viewer,transformed
15,hes cat transformed,307,325,0,3,believe,human
15,cat transformed human,311,331,0,3,hes,Jason
15,transformed human Jason,315,337,0,3,cat,Connerys
15,human Jason Connerys,327,346,0,3,transformed,cute
15,Jason Connerys cute,333,351,0,3,human,shy
15,Connerys cute shy,339,355,0,3,Jason,awkward
15,cute shy awkward,348,363,0,3,Connerys,millers
15,shy awkward millers,353,371,0,3,cute,son
15,awkward millers son,357,375,0,3,shy,Corin
15,millers son Corin,365,381,0,3,awkward,falls
15,son Corin falls,373,387,0,3,millers,love
15,Corin falls love,377,392,0,3,son,beautiful
15,falls love beautiful,383,402,0,3,Corin,bold
15,love beautiful bold,389,407,0,3,falls,Princess
15,beautiful bold Princess,394,416,0,3,love,Vera
15,bold Princess Vera,404,421,0,3,beautiful,really
15,Princess Vera really,409,428,0,3,bold,fun
15,Vera really fun,418,432,0,3,Princess,enjoyable
15,really fun enjoyable,423,442,0,3,Vera,featurelength
15,fun enjoyable featurelength,430,456,0,3,really,movie
15,enjoyable featurelength movie,434,462,0,3,fun,unlike
15,featurelength movie unlike,444,469,0,3,enjoyable,fairytales
15,movie unlike fairytales,458,480,0,3,featurelength,characters
15,unlike fairytales characters,464,491,0,3,movie,given
15,fairytales characters given,471,497,0,3,unlike,personalities
15,characters given personalities,482,511,0,3,fairytales,favourite
15,given personalities favourite,493,521,0,3,characters,parts
15,personalities favourite parts,499,527,0,3,given,Puss
15,favourite parts Puss,513,532,0,3,personalities,makes
15,parts Puss makes,523,538,0,3,favourite,Corin
15,Puss makes Corin,529,544,0,3,parts,pretend
15,makes Corin pretend,534,552,0,3,Puss,hes
15,Corin pretend hes,540,556,0,3,makes,drowning
15,pretend hes drowning,546,565,0,3,Corin,ball
15,hes drowning ball,554,570,0,3,pretend,everybody
15,drowning ball everybody,558,580,0,3,hes,starts
15,ball everybody starts,567,587,0,3,drowning,dancing
15,everybody starts dancing,572,595,0,3,ball,country
15,starts dancing country,582,603,0,3,everybody,dance
15,dancing country dance,589,609,0,3,starts,rage
15,country dance rage,597,614,0,3,dancing,abroad
15,dance rage abroad,605,621,0,3,country,Walken
15,rage abroad Walken,611,628,0,3,dance,kitchen
15,abroad Walken kitchen,616,636,0,3,rage,dancing
15,Walken kitchen dancing,623,644,0,3,abroad,table
15,kitchen dancing table,630,650,0,3,Walken,hes
15,dancing table hes,638,654,0,3,kitchen,pretty
15,table hes pretty,646,661,0,3,dancing,good
15,hes pretty good,652,666,0,3,table,dancer
15,pretty good dancer,656,673,0,3,hes,Vera
15,good dancer Vera,663,678,0,3,pretty,tells
15,dancer Vera tells,668,684,0,3,good,Corin
15,Vera tells Corin,675,690,0,3,dancer,things
15,tells Corin things,680,697,0,3,Vera,used
15,Corin things used,686,702,0,3,tells,young
15,things used young,692,708,0,3,Corin,like
15,used young like,699,713,0,3,things,pretending
15,young like pretending,704,724,0,3,used,millers
15,like pretending millers,710,732,0,3,young,daughter
15,pretending millers daughter,715,741,0,3,like,Id
15,millers daughter Id,726,744,0,3,pretending,recommend
15,daughter Id recommend,734,754,0,3,millers,film
15,Id recommend film,743,759,0,3,daughter,children
15,recommend film children,746,768,0,3,Id,parents
15,film children parents,756,776,0,3,recommend,alike
15,children parents alike,761,782,0,3,film,love
15,parents alike love,770,787,0,3,children,magic
15,alike love magic,778,793,0,3,parents,fairytales
15,love magic fairytales,784,804,0,3,alike,actually
15,magic fairytales actually,789,813,0,3,love,movie
15,fairytales actually movie,795,819,0,3,magic,watch
15,actually movie watch,806,825,0,3,fairytales,together
15,movie watch together,815,834,0,3,actually,wont
15,watch together wont,821,839,0,3,movie,drive
15,together wont drive,827,845,0,3,watch,adults
15,wont drive adults,836,852,0,3,together,NA
15,kid watched many times,0,21,0,4,NA,remember
15,watched many times remember,4,30,0,4,kid,whistling
15,many times remember whistling,12,40,0,4,watched,Happy
15,times remember whistling Happy,17,46,0,4,many,Cat
15,remember whistling Happy Cat,23,50,0,4,times,song
15,whistling Happy Cat song,32,55,0,4,remember,quite
15,Happy Cat song quite,42,61,0,4,whistling,often
15,Cat song quite often,48,67,0,4,Happy,songs
15,song quite often songs,52,73,0,4,Cat,great
15,quite often songs great,57,79,0,4,song,actually
15,often songs great actually,63,88,0,4,quite,memorable
15,songs great actually memorable,69,98,0,4,often,unlike
15,great actually memorable unlike,75,105,0,4,songs,many
15,actually memorable unlike many,81,110,0,4,great,childrens
15,memorable unlike many childrens,90,120,0,4,actually,musicals
15,unlike many childrens musicals,100,129,0,4,memorable,songs
15,many childrens musicals songs,107,135,0,4,unlike,stuck
15,childrens musicals songs stuck,112,141,0,4,many,real
15,musicals songs stuck real,122,146,0,4,childrens,reason
15,songs stuck real reason,131,153,0,4,musicals,scenes
15,stuck real reason scenes,137,160,0,4,songs,costumes
15,real reason scenes costumes,143,169,0,4,stuck,lavish
15,reason scenes costumes lavish,148,176,0,4,real,acting
